;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Simulation results - disaggregated. Individual dwelling simulations are listed below in sequential order (dwelling 1 first, then dwelling 2 etc.) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dwelling index;Date;Time;Occupancy;Activity;Lighting demand;Appliance demand;Casual thermal gains from occupants, lighting and appliances;Outdoor temperature;Outdoor global radiation (horizontal);Passive solar gains;Primary heating system thermal output;External building node temperature;Internal building node temperature;Hot water demand (litres);Hot water temperature in hot water tank;Space heating timer settings;Hot water heating timer settings;Heating system switched on;Hot water heating required;Emitter temperature;Radiation incident on PV array;PV output;Net dwelling electricity demand;Heat output from primary heating system to space;Heat output from primary heating system to hot water;Fuel flow rate (gas);Solar power incident on collector;Solar thermal collector control state;Solar thermal collector temperature;Heat gains to cylinder from solar thermal collector;Dwelling self-consumption;Space cooling timer settings;Cooling system switched on;Cooling output from cooling system to space;Cooler Emitter temperature;Heating Thermostat Set Point;Cooling Thermostat Set Point;Electricity used by cooling system;Electricity used by heating system
;;;;;Plight;Pa;θc;θo;Go;φs;φh;θb;θi;;θcyl;;;;;θem;Gi;Ppv;Pnet;φh, space;φh, water;mfuel;;;θcollector;φcollector;Pself;;;φh, space;θem;θem;θem;;
;;;;;W;W;W;°C;Wm-2;W;W;°C;°C;ltr.min-1;°C;;;;;°C;Wm-2;W;W;W;W;m3/h;W;;°C;W;kWh;;;W;°C;°C;°C;W;W
2;02/08/2015;7.03.00 AM;3;0;0;38;278,4;12,08869705;177,7164043;516,3581777;0;16,8932531;20,64413816;0;58,26769137;0;1;0;0;20,36465422;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,6476467;16;21;0;0
2;02/08/2015;7.04.00 AM;3;0;0;38;278,4;12,12109094;379,3472397;1102,200161;0;16,89361746;20,71230447;0;58,26124162;0;1;0;0;20,37416047;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,64413816;16;21;0;0
2;02/08/2015;7.05.00 AM;3;0;0;38;278,4;12,12998835;179,8274297;522,4917995;0;16,89405163;20,70673212;0;58,25480466;0;1;0;0;20,38566197;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,71230447;16;21;0;0
2;02/08/2015;7.06.00 AM;3;0;0;38;278,4;12,13892821;180,8801527;525,5505051;0;16,89448579;20,70270188;0;58,24836784;0;1;0;0;20,39658272;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,70673212;16;21;0;0
2;02/08/2015;7.07.00 AM;3;0;0;38;278,4;12,14893277;190,8056588;554,3892396;0;16,89492211;20,70242324;0;58,24193144;0;1;0;0;20,40699494;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,70270188;16;21;0;0
2;02/08/2015;7.08.00 AM;3;0;0;38;278,4;12,15897504;191,9057208;557,5854893;0;16,89536416;20,70261126;0;58,2354961;0;1;0;0;20,41704352;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,70242324;16;21;0;0
2;02/08/2015;7.09.00 AM;3;0;0;38;278,4;12,16905429;193,0037306;560,7757763;0;16,89581239;20,7032841;0;58,22906189;0;1;0;0;20,42675671;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,70261126;16;21;0;0
2;02/08/2015;7.10.00 AM;3;0;0;38;278,4;12,1781428;185,0717669;537,7293147;0;16,8962666;20,70122432;0;58,2226289;0;1;0;0;20,4361624;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,7032841;16;21;0;0
2;02/08/2015;7.11.00 AM;3;0;0;38;278,4;12,18624178;177,0359407;514,3810785;0;16,89672353;20,69652432;0;58,21619666;0;1;0;0;20,44517811;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,70122432;16;21;0;0
2;02/08/2015;7.12.00 AM;3;0;0;38;278,4;12,194382;178,0260627;517,2578956;0;16,89718071;20,69246703;0;58,20976472;0;1;0;0;20,45372731;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,69652432;16;21;0;0
2;02/08/2015;7.13.00 AM;3;0;0;38;278,4;12,2020473;174,4241069;506,7923489;0;16,89763843;20,68736187;0;58,20333318;0;1;0;0;20,4618477;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,69246703;16;21;0;0
2;02/08/2015;7.14.00 AM;3;0;0;38;278,4;12,21233388;198,4619473;576,6347224;0;16,89809744;20,69104839;0;58,19690187;0;1;0;0;20,46951825;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,68736187;16;21;0;0
2;02/08/2015;7.15.00 AM;3;0;0;38;278,4;12,23608408;320,2033527;930,3565438;0;16,89857503;20,73770232;0;58,19047229;0;1;0;0;20,47705329;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,69104839;16;21;0;0
2;02/08/2015;7.16.00 AM;3;0;0;38;278,4;12,26137537;335,9383147;976,0747561;0;16,89911284;20,78790315;0;58,18405182;0;1;0;0;20,48591891;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,73770232;16;21;0;0
2;02/08/2015;7.17.00 AM;3;0;0;38;278,4;12,28199147;295,5291149;858,6651063;0;16,89971099;20,82211799;0;58,17764105;0;1;0;0;20,49619048;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,78790315;16;21;0;0
2;02/08/2015;7.18.00 AM;3;0;0;38;278,4;12,30416136;311,2568476;904,3623139;0;16,90035532;20,86101859;0;58,17123725;0;1;0;0;20,50727645;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,82211799;16;21;0;0
2;02/08/2015;7.19.00 AM;3;0;0;38;278,4;12,32995683;346,0953941;1005,586331;0;16,90105259;20,91097854;0;58,16484121;0;1;0;0;20,51930849;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,86101859;16;21;0;0
2;02/08/2015;7.20.00 AM;3;0;0;38;278,4;12,35625354;352,6838171;1024,729111;0;16,90181352;20,96154757;0;58,15845483;0;1;0;0;20,5326306;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,91097854;16;21;0;0
2;02/08/2015;7.21.00 AM;3;0;0;38;278,4;12,38253023;354,5270721;1030,084722;0;16,90263856;21,01115857;0;58,15207822;0;1;0;0;20,54721962;0;0;38;0;0;0;0;0;0;0;0;0;0;0;20,96154757;16;21;0;0
2;02/08/2015;7.22.00 AM;3;0;0;38;278,4;12,40826625;351,5503849;1021,435904;0;16,90352634;21,05816882;0;58,14571121;0;1;0;0;20,56299985;0;0;38;0;0;0;0;0;0;0;0;0;0;0;21,01115857;16;21;0;0
2;02/08/2015;7.23.00 AM;3;0;0;38;278,4;12,43346254;348,5198756;1012,630705;0;16,90447394;21,10268028;0;58,13935334;0;1;0;0;20,57984234;0;0;38;0;0;0;0;0;0;0;0;0;0;0;21,05816882;16;21;0;0
2;02/08/2015;7.24.00 AM;3;0;0;38;278,4;12,45134121;282,1868851;819,8990202;0;16,90547403;21,12237329;0;58,1330042;0;1;0;0;20,59762594;0;0;38;0;0;0;0;0;0;0;0;0;0;0;21,10268028;16;21;0;0
2;02/08/2015;7.25.00 AM;3;0;0;38;278,4;12,47026938;293,3981964;852,4736847;0;16,90650375;21,14583347;0;58,12665952;0;1;0;0;20,61547449;0;0;38;0;0;0;0;0;0;0;0;0;0;0;21,12237329;16;21;0;0
2;02/08/2015;7.26.00 AM;3;0;0;38;278,4;12,49076668;309,6191471;899,6039457;0;16,90756766;21,1743739;0;58,12031995;0;1;0;0;20,63351391;0;0;38;0;0;0;0;0;0;0;0;0;0;0;21,14583347;16;21;0;0
2;02/08/2015;7.27.00 AM;3;0;0;242;482,4;12,51178333;316,1055727;918,4503711;0;16,90867086;21,22921175;0;58,11398636;0;1;0;0;20,65191051;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,1743739;16;21;0;0
2;02/08/2015;7.28.00 AM;3;0;0;242;482,4;12,52913105;282,9279998;822,0523422;0;16,9098357;21,27028838;0;58,10766325;0;1;0;0;20,6715466;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,22921175;16;21;0;0
2;02/08/2015;7.29.00 AM;3;0;0;242;482,4;12,54753215;294,297171;855,0856713;0;16,91104977;21,31433137;0;58,10134827;0;1;0;0;20,69191197;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,27028838;16;21;0;0
2;02/08/2015;7.30.00 AM;3;0;0;242;482,4;12,56698373;305,7603355;888,3921001;0;16,9123165;21,36108492;0;58,09504193;0;1;0;0;20,7130827;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,31433137;16;21;0;0
2;02/08/2015;7.31.00 AM;3;0;0;242;482,4;12,58695822;312,2803052;907,3359881;0;16,91363872;21,40871635;0;58,08874468;0;1;0;0;20,73512359;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,36108492;16;21;0;0
2;02/08/2015;7.32.00 AM;3;0;0;242;482,4;12,60272834;273,2956643;794,0654197;0;16,91501437;21,44111247;0;58,08245667;0;1;0;0;20,75803491;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,40871635;16;21;0;0
2;02/08/2015;7.33.00 AM;3;0;0;242;482,4;12,62218612;310,1983598;901,2868586;0;16,9164314;21,48586811;0;58,0761753;0;1;0;0;20,78126884;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,44111247;16;21;0;0
2;02/08/2015;7.34.00 AM;3;0;0;242;482,4;12,66215007;510,9343079;1484,528731;0;16,91791512;21,60025253;0;58,06990268;0;1;0;0;20,8052348;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,48586811;16;21;0;0
2;02/08/2015;7.35.00 AM;3;0;0;242;482,4;12,70204475;513,3402408;1491,519212;0;16,91953121;21,71097199;0;58,06365074;0;1;0;0;20,83227622;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,60025253;16;21;0;0
2;02/08/2015;7.36.00 AM;3;0;0;242;482,4;12,74187031;515,7396394;1498,490707;0;16,92127594;21,81903232;0;58,05741885;0;1;0;0;20,86216383;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,71097199;16;21;0;0
2;02/08/2015;7.37.00 AM;3;0;0;242;482,4;12,7816269;518,132443;1505,443041;0;16,92314656;21,92453983;0;58,05120655;0;1;0;0;20,89471038;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,81903232;16;21;0;0
2;02/08/2015;7.38.00 AM;3;0;0;242;482,4;12,82131464;520,5185918;1512,376038;0;16,92514038;22,02760588;0;58,04501341;0;1;0;0;20,92973859;0;0;242;0;0;0;0;0;0;0;0;0;0;0;21,92453983;16;21;0;0
2;02/08/2015;7.39.00 AM;3;0;0;242;482,4;12,86093366;522,8980257;1519,289526;0;16,92725487;22,12833626;0;58,038839;0;1;0;0;20,96708102;0;0;242;0;0;0;0;0;0;0;0;0;0;0;22,02760588;16;21;0;0
2;02/08/2015;7.40.00 AM;3;0;0;242;482,4;12,90048408;525,2706855;1526,183331;0;16,92948758;22,22683165;0;58,03268291;0;1;0;0;21,00657949;0;0;242;0;0;0;0;0;0;0;0;0;0;0;22,12833626;16;21;0;0
2;02/08/2015;7.41.00 AM;3;0;0;242;482,4;12,93996602;527,6365119;1533,057282;0;16,93183614;22,3231878;0;58,02654477;0;1;0;0;21,04808467;0;0;242;0;0;0;0;0;0;0;0;0;0;0;22,22683165;16;21;0;0
2;02/08/2015;7.42.00 AM;3;0;0;242;482,4;12,97937956;529,9954461;1539,911207;0;16,93429832;22,41749585;0;58,02042419;0;1;0;0;21,09145552;0;0;242;0;0;0;0;0;0;0;0;0;0;0;22,3231878;16;21;0;0
2;02/08/2015;7.43.00 AM;3;0;0;242;482,4;13,01872482;532,3474296;1546,744937;0;16,93687194;22,50984252;0;58,01432083;0;1;0;0;21,13655894;0;0;242;0;0;0;0;0;0;0;0;0;0;0;22,41749585;16;21;0;0
2;02/08/2015;7.44.00 AM;3;0;0;242;482,4;13,05800188;534,6924041;1553,558302;0;16,93955492;22,60031033;0;58,00823435;0;1;0;0;21,18326926;0;0;242;0;0;0;0;0;0;0;0;0;0;0;22,50984252;16;21;0;0
2;02/08/2015;7.45.00 AM;3;0;0;242;482,4;13,09721081;537,0303118;1560,351135;0;16,94234526;22,68897785;0;58,00216442;0;1;0;0;21,23146794;0;0;242;0;0;0;0;0;0;0;0;0;0;0;22,60031033;16;21;0;0
2;02/08/2015;7.46.00 AM;3;0;0;242;482,4;13,13635169;539,361095;1567,123267;0;16,94524105;22,77591985;0;57,99611073;0;1;0;0;21,28104311;0;0;242;0;0;0;0;0;0;0;0;0;0;0;22,68897785;16;21;0;0
2;02/08/2015;7.47.00 AM;3;0;0;242;482,4;13,1754246;541,6846965;1573,874533;0;16,94824044;22,8612075;0;57,99007298;0;1;0;0;21,33188925;0;0;242;0;0;0;0;0;0;0;0;0;0;0;22,77591985;16;21;0;0
2;02/08/2015;7.48.00 AM;3;0;0;242;482,4;13,21442958;544,0010593;1580,604766;0;16,95134164;22,94490858;0;57,98405089;0;1;0;0;21,38390688;0;0;242;0;0;0;0;0;0;0;0;0;0;0;22,8612075;16;21;0;0
2;02/08/2015;7.49.00 AM;3;0;0;38;278,4;13,25336671;546,3101266;1587,313802;0;16,95454296;23,00223503;0;57,97804418;0;1;0;0;21,43700218;0;0;38;0;0;0;0;0;0;0;0;0;0;0;22,94490858;16;21;0;0
2;02/08/2015;7.50.00 AM;3;0;0;38;278,4;13,29223601;548,6118422;1594,001478;0;16,95781924;23,05925818;0;57,97204833;0;1;0;0;21,49024139;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,00223503;16;21;0;0
2;02/08/2015;7.51.00 AM;3;0;0;38;278,4;13,33103754;550,9061498;1600,667629;0;16,96117003;23,11568645;0;57,96606328;0;1;0;0;21,54360931;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,05925818;16;21;0;0
2;02/08/2015;7.52.00 AM;3;0;0;38;278,4;13,36977133;553,1929938;1607,312095;0;16,96459461;23,17154426;0;57,96008893;0;1;0;0;21,59708132;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,11568645;16;21;0;0
2;02/08/2015;7.53.00 AM;3;0;0;38;278,4;13,40843741;555,4723186;1613,934714;0;16,96809227;23,22685125;0;57,95412518;0;1;0;0;21,65063448;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,17154426;16;21;0;0
2;02/08/2015;7.54.00 AM;3;0;0;38;278,4;13,44703581;557,744069;1620,535325;0;16,97166233;23,2816262;0;57,94817193;0;1;0;0;21,7042473;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,22685125;16;21;0;0
2;02/08/2015;7.55.00 AM;3;0;0;38;278,4;13,48556655;560,0081902;1627,11377;0;16,97530411;23,33588703;0;57,9422291;0;1;0;0;21,75789964;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,2816262;16;21;0;0
2;02/08/2015;7.56.00 AM;3;0;0;38;278,4;13,52402963;562,2646275;1633,669888;0;16,97901699;23,38965083;0;57,93629658;0;1;0;0;21,81157268;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,33588703;16;21;0;0
2;02/08/2015;7.57.00 AM;3;0;0;38;278,4;13,56242507;564,5133266;1640,203524;0;16,98280031;23,44293391;0;57,9303743;0;1;0;0;21,86524881;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,38965083;16;21;0;0
2;02/08/2015;7.58.00 AM;3;0;0;38;278,4;13,60075287;566,7542335;1646,714519;0;16,98665348;23,49575183;0;57,92446217;0;1;0;0;21,91891157;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,44293391;16;21;0;0
2;02/08/2015;7.59.00 AM;3;0;0;38;278,4;13,63901303;568,9872944;1653,202717;0;16,9905759;23,54811945;0;57,9185601;0;1;0;0;21,97254559;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,49575183;16;21;0;0
2;02/08/2015;8.00.00 AM;3;0;0;38;278,4;13,67720554;571,212456;1659,667964;0;16,99456697;23,60005094;0;57,91266802;0;1;0;0;22,02613654;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,54811945;16;21;0;0
2;02/08/2015;8.01.00 AM;3;0;0;38;278,4;13,71533038;573,429665;1666,110104;0;16,99862614;23,65155983;0;57,90678586;0;1;0;0;22,07967104;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,60005094;16;21;0;0
2;02/08/2015;8.02.00 AM;3;0;0;38;278,4;13,75338755;575,6388686;1672,528984;0;17,00275285;23,70265905;0;57,90091354;0;1;0;0;22,13313664;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,65155983;16;21;0;0
2;02/08/2015;8.03.00 AM;3;0;0;38;278,4;13,79137702;577,8400143;1678,924452;0;17,00694655;23,75336094;0;57,89505098;0;1;0;0;22,18652176;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,70265905;16;21;0;0
2;02/08/2015;8.04.00 AM;3;0;0;38;278,4;13,82929877;580,0330496;1685,296355;0;17,01120673;23,80367728;0;57,88919812;0;1;0;0;22,23981561;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,75336094;16;21;0;0
2;02/08/2015;8.05.00 AM;3;0;0;38;278,4;13,86715276;582,2179226;1691,644543;0;17,01553286;23,85361931;0;57,88335489;0;1;0;0;22,29300818;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,80367728;16;21;0;0
2;02/08/2015;8.06.00 AM;3;0;0;38;278,4;13,90493896;584,3945816;1697,968864;0;17,01992443;23,90319781;0;57,87752122;0;1;0;0;22,3460902;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,85361931;16;21;0;0
2;02/08/2015;8.07.00 AM;3;0;0;38;278,4;13,93998828;557,2348264;1619,055712;0;17,02437917;23,94203839;0;57,87169705;0;1;0;0;22,39905304;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,90319781;16;21;0;0
2;02/08/2015;8.08.00 AM;3;0;0;38;278,4;13,94774948;259,0381429;752,6399374;0;17,02886864;23,87466423;0;57,86588053;0;1;0;0;22,45153553;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,94203839;16;21;0;0
2;02/08/2015;8.09.00 AM;3;0;0;38;278,4;13,96461997;360,4336045;1047,246257;0;17,03329841;23,84734823;0;57,86005347;0;1;0;0;22,49994127;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,87466423;16;21;0;0
2;02/08/2015;8.10.00 AM;3;0;0;38;278,4;13,98416136;391,3919148;1137,196179;0;17,03770823;23,83202699;0;57,85422272;0;1;0;0;22,54577144;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,84734823;16;21;0;0
2;02/08/2015;8.11.00 AM;3;0;0;38;278,4;14,00369397;392,8008978;1141,290004;0;17,04210949;23,81812486;0;57,84839034;0;1;0;0;22,58952163;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,83202699;16;21;0;0
2;02/08/2015;8.12.00 AM;3;0;0;38;278,4;14,02535416;418,0954258;1214,783706;0;17,04650495;23,81415451;0;57,84255658;0;1;0;0;22,63131086;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,81812486;16;21;0;0
2;02/08/2015;8.13.00 AM;3;0;0;38;278,4;14,04486063;395,6019644;1149,428553;0;17,05090257;23,80273489;0;57,83672314;0;1;0;0;22,67154363;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,81415451;16;21;0;0
2;02/08/2015;8.14.00 AM;3;0;0;38;278,4;14,06221999;372,9337411;1083,565626;0;17,05529388;23,78425037;0;57,83088874;0;1;0;0;22,71001953;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,80273489;16;21;0;0
2;02/08/2015;8.15.00 AM;3;0;0;38;278,4;14,06675236;229,3704645;666,4399693;0;17,05966366;23,71611905;0;57,82505218;0;1;0;0;22,74655799;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,78425037;16;21;0;0
2;02/08/2015;8.16.00 AM;3;0;0;38;278,4;14,07292709;248,3362706;721,5454567;0;17,06396608;23,65808608;0;57,81920493;0;1;0;0;22,77953626;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,71611905;16;21;0;0
2;02/08/2015;8.17.00 AM;3;0;0;38;278,4;14,08127252;273,5015363;794,6635845;0;17,06821226;23,61127022;0;57,81334874;0;1;0;0;22,8094189;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,65808608;16;21;0;0
2;02/08/2015;8.18.00 AM;3;0;0;38;278,4;14,08964335;274,4349074;797,3755108;0;17,0724129;23,56666127;0;57,80748553;0;1;0;0;22,83669276;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,61127022;16;21;0;0
2;02/08/2015;8.19.00 AM;3;0;0;38;278,4;14,09803897;275,364291;800,0758515;0;17,07657019;23,52426193;0;57,80161567;0;1;0;0;22,86152162;0;0;38;0;0;0;0;0;0;0;0;0;1;0;23,56666127;16;21;0;0
2;02/08/2015;8.20.00 AM;3;2;0;36;402,4;14,11928402;423,644154;1230,905634;0;17,08069485;23,55125325;0;57,79573955;0;1;0;0;22,88406381;0;0;36;0;0;0;0;0;0;0;0;0;1;0;23,52426193;16;21;0;0
2;02/08/2015;8.21.00 AM;3;2;0;36;402,4;14,146922;498,9798178;1449,794747;0;17,08485682;23,603491;0;57,78986907;0;1;0;0;22,90675732;0;0;36;0;0;0;0;0;0;0;0;0;1;0;23,55125325;16;21;0;0
2;02/08/2015;8.22.00 AM;3;2;0;124;490,4;14,17398412;494,4503154;1436,634197;0;17,08907951;23,6630573;0;57,78400855;0;1;0;0;22,93045575;0;0;124;0;0;0;0;0;0;0;0;0;1;0;23,603491;16;21;0;0
2;02/08/2015;8.23.00 AM;3;2;0;124;490,4;14,20154065;502,2747399;1459,368202;0;17,0933701;23,72356677;0;57,77815924;0;1;0;0;22,95537417;0;0;124;0;0;0;0;0;0;0;0;0;1;0;23,6630573;16;21;0;0
2;02/08/2015;8.24.00 AM;3;2;0;124;490,4;14,23065811;522,574543;1518,349641;0;17,0977304;23,78949049;0;57,77232131;0;1;0;0;22,98150317;0;0;124;0;0;0;0;0;0;0;0;0;1;0;23,72356677;16;21;0;0
2;02/08/2015;8.25.00 AM;3;2;0;124;490,4;14,26079648;536,7463707;1559,526139;0;17,1021661;23,85843151;0;57,76649568;0;1;0;0;23,00898573;0;0;124;0;0;0;0;0;0;0;0;0;1;0;23,78949049;16;21;0;0
2;02/08/2015;8.26.00 AM;3;2;0;124;490,4;14,29088347;538,4680439;1564,528491;0;17,10667991;23,92591855;1;57,37855091;0;1;0;0;23,03787844;0;0;124;0;0;0;0;0;0;0;0;0;1;0;23,85843151;16;21;0;0
2;02/08/2015;8.27.00 AM;3;2;0;124;490,4;14,32038476;533,9005906;1551,257674;0;17,11126992;23,98977156;0;57,37281617;0;1;0;0;23,06808389;0;0;124;0;0;0;0;0;0;0;0;0;1;0;23,92591855;16;21;0;0
2;02/08/2015;8.28.00 AM;3;2;0;124;490,4;14,34716572;504,0814158;1464,617531;0;17,11593077;24,04128403;0;57,36709336;0;1;0;0;23,09943381;0;0;124;0;0;0;0;0;0;0;0;0;1;0;23,98977156;16;21;0;0
2;02/08/2015;8.29.00 AM;3;2;0;124;490,4;14,37390564;505,6606963;1469,206158;0;17,12065064;24,09211399;0;57,36138037;0;1;0;0;23,13146953;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,04128403;16;21;0;0
2;02/08/2015;8.30.00 AM;3;3;0;124;553,4;14,40113821;513,572885;1492,195163;0;17,12542913;24,15207465;0;57,35567706;0;1;0;0;23,16414451;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,09211399;16;21;0;0
2;02/08/2015;8.31.00 AM;3;3;0;124;553,4;14,42886131;521,5166462;1515,275903;0;17,1302751;24,21307654;0;57,34998502;0;1;0;0;23,19774758;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,15207465;16;21;0;0
2;02/08/2015;8.32.00 AM;3;3;0;124;553,4;14,45653904;523,112243;1519,911938;0;17,13518939;24,27293964;0;57,34430441;0;1;0;0;23,23228258;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,21307654;16;21;0;0
2;02/08/2015;8.33.00 AM;3;3;0;124;553,4;14,48417121;524,7000448;1524,525324;0;17,14017079;24,33173587;0;57,33863503;0;1;0;0;23,26767908;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,27293964;16;21;0;0
2;02/08/2015;8.34.00 AM;3;3;0;124;553,4;14,51229113;532,6980646;1547,763713;0;17,14521851;24,39178034;0;57,3329767;0;1;0;0;23,30387149;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,33173587;16;21;0;0
2;02/08/2015;8.35.00 AM;3;3;0;124;553,4;14,5419635;553,6010034;1608,497574;0;17,15033465;24,45758089;0;57,32732964;0;1;0;0;23,34087519;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,39178034;16;21;0;0
2;02/08/2015;8.36.00 AM;3;3;0;124;553,4;14,57158238;555,2415072;1613,264087;0;17,15552451;24,52207422;0;57,32169483;0;1;0;0;23,37885838;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,45758089;16;21;0;0
2;02/08/2015;8.37.00 AM;3;3;0;124;553,4;14,60114761;556,8736858;1618,006411;0;17,1607867;24,58539516;2;56,55892492;0;1;0;0;23,41774327;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,52207422;16;21;0;0
2;02/08/2015;8.38.00 AM;3;3;0;124;553,4;14,63812144;649,4157002;1886,888882;0;17,16612494;24,67964289;0;56,55344374;0;1;0;0;23,45745932;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,58539516;16;21;0;0
2;02/08/2015;8.39.00 AM;3;3;0;124;553,4;14,6750157;651,2940926;1892,346585;0;17,1715683;24,77141884;0;56,54797966;0;1;0;0;23,49903019;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,67964289;16;21;0;0
2;02/08/2015;8.40.00 AM;3;3;0;124;553,4;14,71183032;653,1626763;1897,775788;0;17,1771142;24,86121187;0;56,54253225;0;1;0;0;23,54230871;0;0;124;0;0;0;0;0;0;0;0;0;1;0;24,77141884;16;21;0;0
2;02/08/2015;8.41.00 AM;3;3;0;328;757,4;14,74856526;655,0214093;1903,17637;0;17,18276057;24,97395173;0;56,53710117;0;1;0;0;23,58716937;0;0;328;0;0;0;0;0;0;0;0;0;1;0;24,86121187;16;21;0;0
2;02/08/2015;8.42.00 AM;3;3;0;1266;1320,2;14,78468805;650,3015471;1889,462726;0;17,18852853;25,1499448;0;56,53169034;0;1;0;0;23,63433883;0;0;1266;0;0;0;0;0;0;0;0;0;1;0;24,97395173;16;21;0;0
2;02/08/2015;8.43.00 AM;3;3;0;1266;1320,2;14,82126511;658,7091556;1913,891182;0;17,19447799;25,322618;0;56,52631061;0;1;0;0;23,68589006;0;0;1266;0;0;0;0;0;0;0;0;0;1;0;25,1499448;16;21;0;0
2;02/08/2015;8.44.00 AM;3;3;0;1266;1320,2;14,84339669;482,1928027;1401,019776;0;17,20059589;25,42742621;0;56,52096141;0;1;0;0;23,74156108;0;0;1266;0;0;0;0;0;0;0;0;0;1;0;25,322618;16;21;0;0
2;02/08/2015;8.45.00 AM;3;3;0;328;757,4;14,86762536;510,0148895;1481,857344;0;17,20681919;25,47129857;0;56,51563109;0;1;0;0;23,79890343;0;0;328;0;0;0;0;0;0;0;0;0;1;0;25,42742621;16;21;0;0
2;02/08/2015;8.46.00 AM;3;3;0;328;757,4;14,89500603;551,2576599;1601,688948;0;17,21309219;25,52962031;0;56,5103092;0;1;0;0;23,85578762;0;0;328;0;0;0;0;0;0;0;0;0;1;0;25,47129857;16;21;0;0
